id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
10031534;Rental unit in Barcelona · ★4.58 · 1 bedroom · 1 bed · 1 bath;1744516;Silvia & Luís;Eixample;la Sagrada Família;4.140.704;218.098;Entire home/apt;222;3;24;05/05/2023;0.27;29;239;8;HUTB-010405
10516974;Rental unit in Barcelona · ★4.44 · 1 bedroom · 1 bed · 1 shared bath;9550754;Manuel;Sants-Montjuïc;el Poble Sec;4.137.208;216.929;Private room;48;1;16;27/08/2018;0.19;1;0;0;
10519952;Rental unit in Barcelona · ★4.88 · 1 bedroom · 2 beds · 1.5 shared baths;9465190;Mauricio;Eixample;Sant Antoni;4.137.901;215.886;Private room;55;1;51;02/01/2019;0.58;2;0;0;
10818488;Rental unit in Barcelona · ★3.67 · 2 bedrooms · 3 beds · 1.5 baths;2262273;Serket;Eixample;la Dreta de l'Eixample;4.139.618;215.866;Entire home/apt;200;32;3;17/11/2021;0.06;16;365;0;
10823019;Rental unit in Barcelona · ★4.86 · 2 bedrooms · 3 beds · 1 bath;439965;Helena;Ciutat Vella;el Barri Gòtic;4.138.192;217.981;Entire home/apt;90;31;22;27/08/2022;0.25;1;0;1;Exempt
10533422;Rental unit in Barcelona · ★4.30 · 2 bedrooms · 3 beds · 2 baths;43259405;Silvia;Ciutat Vella;el Raval;4.138.407;216.961;Entire home/apt;193;1;106;22/05/2023;1.18;5;196;20;HUTB001778
10038461;Rental unit in Barcelona · ★4.86 · 2 bedrooms · 3 beds · 1 bath;4687292;Gian;Sants-Montjuïc;el Poble Sec;4.137.431;216.577;Entire home/apt;130;2;315;06/06/2023;3.48;1;191;47;HUTB-002771
11229581;Rental unit in Barcelona · ★4.63 · 2 bedrooms · 3 beds · 1 bath;3607773;Rosa;Ciutat Vella;el Barri Gòtic;4.138.137;217.418;Entire home/apt;203;3;225;25/05/2023;2.64;3;253;42;HUTB-000707
10830088;Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath;56078674;Itamar;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.139.081;217.986;Private room;84;1;0;;;1;0;0;
10534258;Rental unit in Barcelona · ★4.57 · 3 bedrooms · 4 beds · 2 baths;28043451;Barcelona Sants Station;Sants-Montjuïc;Sants;4.137.429;213.242;Entire home/apt;299;1;122;21/05/2023;1.54;8;302;29;HUTB-012709
10832320;Rental unit in Barcelona · ★4.59 · 1 bedroom · 3 beds · 1 bath;3607773;Rosa;Ciutat Vella;el Barri Gòtic;4.138.117;217.442;Entire home/apt;200;3;165;04/06/2023;1.86;3;267;42;HUTB-005929
10543618;Rental unit in Barcelona · ★4.84 · 3 bedrooms · 6 beds · 1 bath;5947431;Klaus;Ciutat Vella;el Barri Gòtic;4.138.047;217.528;Entire home/apt;235;3;230;05/06/2023;2.58;3;180;48;HUTB-001510
10846280;Rental unit in Barcelona · 3 bedrooms · 6 beds · 2 baths;297885449;ByMonths;Sants-Montjuïc;Sants - Badal;4.137.581;212.761;Entire home/apt;71;32;1;28/08/2022;0.10;24;0;1;
10545725;Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath;1929411;Rapha;Eixample;el Fort Pienc;4.140.069;218.004;Private room;20;2;1;14/02/2016;0.01;1;0;0;
11230869;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;58541848;Ivan;Eixample;la Nova Esquerra de l'Eixample;4.137.998;215.494;Private room;35;1;1;18/02/2016;0.01;1;0;0;
10869502;Rental unit in Barcelona · ★4.18 · 1 bedroom · 2 beds · 1 bath;54320669;Juan;Gràcia;la Vila de Gràcia;4.140.007;215.904;Entire home/apt;142;2;158;26/05/2023;1.85;16;93;36;HUTB-009538
11232957;Rental unit in Barcelona · ★4.87 · 1 bedroom · 1 bed · 1 shared bath;58550328;Christophe;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.139.041;217.912;Private room;52;2;58;11/04/2018;0.67;1;0;0;
10547269;Rental unit in Barcelona · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths;54392759;Eric;Gràcia;la Salut;4.141.293;2.16;Private room;25;1;46;05/01/2020;0.52;1;0;0;
10880169;Rental unit in Barcelona · ★4.50 · 2 bedrooms · 2 beds · 1 bath;1359702;Sandra;Sant Martí;el Poblenou;4.139.771;220.292;Entire home/apt;197;7;32;17/03/2022;0.36;1;121;0;HUTB-010359
10555436;Rental unit in Barcelona · ★4.35 · 1 bedroom · 2 beds · 1 bath;54320669;Juan;Gràcia;la Vila de Gràcia;4.139.825;215.973;Entire home/apt;138;2;192;05/05/2023;2.19;16;94;34;HUTB-009535
10555485;Rental unit in Barcelona · ★4.50 · 4 bedrooms · 7 beds · 2.5 baths;54320669;Juan;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4.139.216;213.984;Entire home/apt;340;2;132;26/05/2023;1.50;16;83;34;HUTB-010286
11248398;Condo in Barcelona · ★4.96 · 1 bedroom · 2 beds · 1 bath;1716315;Marc;Eixample;la Dreta de l'Eixample;4.139.161.682.128.900;21.752.281.188.964.800;Entire home/apt;253;3;72;21/05/2023;0.81;12;44;20;HUTB-009173
11263800;Rental unit in Barcelona · ★3.90 · 1 bedroom · 1 bath;8875148;Albert;Les Corts;les Corts;4.138.534;213.846;Entire home/apt;21;60;10;05/06/2023;0.12;1;188;2;
10880856;Rental unit in Barcelona · 1 bedroom · 1 bed · 0 baths;18648499;Marina;Eixample;la Dreta de l'Eixample;4.139.828;216.402;Private room;36;1;0;;;1;0;0;
10556760;Rental unit in Barcelona · ★4.71 · 2 bedrooms · 3 beds · 1 bath;54449306;Lodging;Eixample;la Sagrada Família;4.140.293;217.425;Entire home/apt;271;3;100;28/08/2022;1.19;1;318;5;HUTB008606
10564417;Rental unit in Barcelona · ★4.19 · 3 bedrooms · 5 beds · 1 bath;5729069;Barcelona;Eixample;la Dreta de l'Eixample;4.138.932;217.503;Entire home/apt;10;1;26;22/09/2019;0.30;22;0;0;HUTB-002278
10892193;Guest suite in Barcelona · 1 bedroom · 1 bed · 1 bath;56444802;Arlette Frieda M.;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.427;217.889;Entire home/apt;100;32;0;;;1;363;0;
11269581;Rental unit in Barcelona · ★4.64 · Studio · 1 bed · 1 bath;1093718;Alexey;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.378;217.956;Entire home/apt;36;32;11;22/04/2023;0.13;13;256;3;Exempt
10893207;Home in Barcelona · ★4.70 · 3 bedrooms · 3 beds · 2 baths;50885817;Daniel;Gràcia;la Vila de Gràcia;414.004;216.425;Entire home/apt;259;3;265;31/05/2023;2.99;3;123;46;HUTB-009565
11274752;Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 private bath;2346784;Eva;Eixample;la Dreta de l'Eixample;4.139.287;216.992;Private room;82;2;15;06/07/2018;0.17;1;0;0;
10578648;Rental unit in Barcelona · ★4.54 · 1 bedroom · 2 beds · 1 bath;71615;Mireia And Maria;Sants-Montjuïc;el Poble Sec;4.137.422;21.685;Entire home/apt;177;1;83;25/05/2023;0.94;28;155;41;HUTB-004479
10581101;Rental unit in Barcelona · ★4.44 · 4 bedrooms · 5 beds · 2 baths;54320669;Juan;Eixample;el Fort Pienc;4.139.765;218.127;Entire home/apt;317;2;210;26/05/2023;2.40;16;82;50;HUTB-003275
10897247;Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 baths;15006005;Oihana;Eixample;la Nova Esquerra de l'Eixample;4.138.088;215.265;Private room;49;1;0;;;1;0;0;
10591138;Rental unit in Barcelona · ★4.57 · 1 bedroom · 1 bed · 0 baths;6836139;Maria;Eixample;Sant Antoni;4.137.888;21.607;Private room;40;1;8;22/08/2016;0.09;1;0;0;
11290289;Rental unit in Barcelona · ★4.82 · 3 bedrooms · 4 beds · 2 baths;35018018;Miguel;Eixample;l'Antiga Esquerra de l'Eixample;4.139.136;215.944;Entire home/apt;348;4;192;30/05/2023;2.17;1;161;36;HUTB-008728
10897779;Rental unit in Barcelona · ★4.89 · 3 bedrooms · 5 beds · 1 bath;2688205;Mònica;Gràcia;la Vila de Gràcia;4.139.888;216.226;Entire home/apt;175;3;242;05/06/2023;2.73;11;212;68;HUTB-011034
10615111;Loft in Barcelona · ★4.80 · 2 bedrooms · 2 beds · 2 baths;16892848;Concha;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;413.861;217.916;Entire home/apt;69;32;130;30/03/2023;1.46;1;0;3;
10898550;Rental unit in Barcelona · ★4.17 · 1 bedroom · 1 bed · 1.5 shared baths;56472278;Jonathan;Ciutat Vella;el Raval;4.137.626;216.933;Private room;62;2;177;05/06/2023;2.00;1;84;44;
10621483;Rental unit in Barcelona · ★4.73 · 2 bedrooms · 2 beds · 1 bath;54820821;Albert;Eixample;la Sagrada Família;414.053;217.145;Entire home/apt;134;1;364;25/05/2023;4.09;23;268;74;HUTB-011330
11292987;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;59010790;Sunny;Eixample;la Sagrada Família;414.012;217.496;Entire home/apt;108;3;1;27/02/2017;0.01;1;0;0;HUTB-007012
11295154;Rental unit in Barcelona · ★4.78 · 3 bedrooms · 5 beds · 1 bath;2688205;Mònica;Gràcia;la Vila de Gràcia;4.139.888;216.226;Entire home/apt;171;3;213;06/06/2023;2.43;11;248;52;HUTB-009098
10901469;Rental unit in Barcelona · ★4.80 · 1 bedroom · 1 bed · 2 baths;150480;Laila;Horta-Guinardó;el Guinardó;4.141.895;217.366;Private room;28;30;30;01/12/2022;0.34;2;223;2;
10642160;Rental unit in Barcelona · ★4.86 · 2 bedrooms · 3 beds · 2 baths;27778700;Juan Carlos & Nina;Eixample;el Fort Pienc;4.139.445;217.767;Entire home/apt;271;4;236;02/06/2023;2.73;6;313;49;HUTB-006769
10903401;Rental unit in Barcelona · 1 bedroom · 2 beds · 2 baths;56507419;Sneha;Eixample;la Dreta de l'Eixample;4.139.759;217.638;Private room;20;1;0;;;1;0;0;
10648025;Home in Barcelona · 1 bedroom · 2 beds · 1 bath;3667825;Felix;Eixample;la Dreta de l'Eixample;4.139.882;216.358;Private room;29;2;2;30/03/2016;0.02;1;0;0;
11298610;Rental unit in Barcelona · ★4.32 · 2 bedrooms · 4 beds · 1 bath;58871212;James;Eixample;la Dreta de l'Eixample;4.138.829;217.045;Entire home/apt;220;3;288;02/06/2023;3.25;1;241;61;HUTB-674362
10903902;Rental unit in Barcelona · ★4.95 · 1 bedroom · 1 bed · 1 bath;150480;Laila;Horta-Guinardó;el Guinardó;4.141.827;217.391;Private room;25;30;39;30/04/2023;0.44;2;206;1;
10649499;Rental unit in Barcelona · ★4.69 · 2 bedrooms · 2 beds · 1 bath;54991338;Mariona;Gràcia;la Vila de Gràcia;4.140.629;216.126;Entire home/apt;298;4;166;02/06/2023;1.87;2;256;28;HUTB-011994
10663752;Rental unit in Barcelona · ★4.80 · 2 bedrooms · 2 beds · 1 bath;1254851;Romina;Sant Martí;el Parc i la Llacuna del Poblenou;4.139.422;219.225;Entire home/apt;244;1;434;07/06/2023;4.88;3;120;71;HUTB-012981
10920265;Rental unit in Barcelona · ★5.0 · 1 bedroom · 3 beds · 1 bath;14922518;Lionel;Eixample;l'Antiga Esquerra de l'Eixample;4.138.460.329.999.990;21.579.653;Entire home/apt;54;31;8;31/03/2023;0.82;1;66;8;Exempt
10668150;Rental unit in Barcelona · ★4.77 · 5 bedrooms · 7 beds · 3 baths;8130906;Arina You Stylish;Eixample;la Dreta de l'Eixample;413.884;21.705;Entire home/apt;750;1;96;19/05/2023;1.09;33;270;21;HUTB-002273
11300962;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;59065387;Miren;Gràcia;la Vila de Gràcia;4.140.917;215.941;Private room;22;1;2;02/04/2016;0.02;1;0;0;
11313478;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;59158524;Papiss;Nou Barris;Porta;414.376;217.469;Private room;65;1;0;;;1;0;0;
10941193;Rental unit in Barcelona · ★4.89 · 2 bedrooms · 1 bed · 1 shared bath;33983631;Raimund;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.502;21.802;Private room;55;1;132;07/10/2018;1.51;1;0;0;
11313906;Loft in Barcelona · ★4.58 · 1 bedroom · 1 bed · 1 bath;8876390;Enric & Packo;Ciutat Vella;el Raval;4.137.656;216.758;Entire home/apt;75;90;12;31/07/2022;0.15;6;221;1;
11314335;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath;59166690;Alicia;Eixample;l'Antiga Esquerra de l'Eixample;4.138.958;215.171;Private room;25;1;0;;;1;0;0;
10668282;Rental unit in Barcelona · ★4.67 · 4 bedrooms · 4 beds · 1 bath;15884961;Enjoy;Eixample;la Nova Esquerra de l'Eixample;413.827;215.559;Entire home/apt;69;32;3;17/06/2019;0.04;6;1;0;
10689360;Rental unit in Barcelona · ★4.81 · 3 bedrooms · 3 beds · 2 baths;131794;Damien;Eixample;la Dreta de l'Eixample;4.139.726;216.959;Entire home/apt;422;1;77;14/05/2023;0.88;23;363;7;HUTB-006790
10951424;Rental unit in Barcelona · 1 bedroom · 1 bed · 2 baths;28937110;Victoria;Ciutat Vella;el Raval;4.137.815;217.385;Private room;15;5;2;01/07/2016;0.02;1;0;0;
10692054;Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1 bath;14889243;Laia;Eixample;la Sagrada Família;414.048;217.627;Entire home/apt;95;31;14;19/09/2017;0.16;2;239;0;
11315455;Rental unit in Barcelona · ★4.77 · 3 bedrooms · 4 beds · 2 baths;3744544;Marta+Paul;Gràcia;la Vila de Gràcia;4.140.076;216.144;Entire home/apt;294;3;146;06/06/2023;1.64;34;322;43;hutb-009206
10951605;Rental unit in Barcelona · ★5.0 · Studio · 2 beds · 1 bath;51838891;Anna;Ciutat Vella;el Raval;4.138.087;216.709;Entire home/apt;45;180;3;30/10/2016;0.03;5;281;0;
11321112;Rental unit in Barcelona · ★4.47 · 2 bedrooms · 1 bed · 1.5 shared baths;53159395;Maribel;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.679;217.951;Private room;40;4;145;18/03/2020;1.64;1;0;0;
10706897;Home in Barcelona · 2 bedrooms · 2 beds · 2 shared baths;55324768;Hellen;Ciutat Vella;el Raval;4.137.569;216.808;Private room;61;4;0;;;1;0;0;
10707849;Rental unit in Barcelona · ★4.25 · 1 bedroom · 1 bed · 1 private bath;55329491;Sofia;Ciutat Vella;el Barri Gòtic;4.138.137;217.606;Private room;72;32;148;07/05/2023;1.69;2;83;5;
10960459;Rental unit in Barcelona · 1 bedroom · 2 beds · 1.5 baths;56055112;Norma Y Mauricio;Ciutat Vella;el Barri Gòtic;4.138.048;218.162;Private room;25;1;0;;;1;0;0;
11321865;Rental unit in Barcelona · ★4.77 · 1 bedroom · 1 bed · 2 shared baths;15707536;Àlex;Eixample;Sant Antoni;4.137.913;21.573;Private room;59;5;33;11/08/2018;0.37;1;0;0;
10978474;Rental unit in Barcelona · ★4.53 · 4 bedrooms · 4 beds · 1.5 baths;56855891;Ancry;Eixample;el Fort Pienc;4.139.858;21.847;Entire home/apt;160;1;374;26/05/2023;4.21;2;101;55;HUTB-007500
11323289;Rental unit in Barcelona · ★4.62 · 1 bedroom · 1 bed · 1 shared bath;43012498;Javier;Ciutat Vella;el Barri Gòtic;4.138.199;217.557;Private room;89;2;47;11/08/2018;0.54;1;0;0;
10713417;Condo in Barcelona · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths;2456260;Jordi;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.812;217.613;Private room;65;3;174;04/06/2023;1.96;1;324;32;Exempt
10716366;Rental unit in Barcelona · 3 bedrooms · 3 beds · 1 bath;10693680;Ramón;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.139.094;218.169;Entire home/apt;40;32;1;12/06/2022;0.08;37;254;1;
10993011;Condo in Barcelona · ★4.17 · 1 bedroom · 2 beds · 1 shared bath;54297455;Toni;Sant Martí;el Poblenou;4.140.372;220.657;Private room;20;4;35;14/09/2021;0.41;1;0;0;
11685016;Condo in Barcelona · ★4.82 · 2 bedrooms · 3 beds · 1 bath;62075195;Mariona;Sant Martí;el Poblenou;4.140.377;220.705;Entire home/apt;195;2;279;04/06/2023;3.56;1;281;65;HUTB-005001
11328829;Rental unit in Barcelona · ★4.77 · 1 bedroom · 2 beds · 1.5 baths;4502018;Elisa;Eixample;la Nova Esquerra de l'Eixample;4.138.476;214.343;Private room;35;2;44;26/02/2020;0.51;1;0;0;
11004309;Rental unit in Barcelona · ★4.82 · 3 bedrooms · 5 beds · 1 bath;2688205;Mònica;Gràcia;la Vila de Gràcia;4.139.888;216.226;Entire home/apt;173;3;222;08/06/2023;2.50;11;239;51;HUTB-009099
11008465;Rental unit in Barcelona · ★4.61 · 2 bedrooms · 2 beds · 1 bath;3744544;Marta+Paul;Eixample;la Sagrada Família;414.055;217.727;Entire home/apt;176;3;113;30/05/2023;1.32;34;331;43;hutb-008493
11334487;Rental unit in Barcelona · ★4.94 · 2 bedrooms · 2 beds · 2 baths;59317222;Midtown;Eixample;la Dreta de l'Eixample;4.139.037;217.367;Entire home/apt;477;1;147;21/05/2023;1.67;7;267;80;ATB-000086
11694653;Home in Barcelona · ★4.46 · 1 bedroom · 1 bed · 1 shared bath;51284431;Nia;Sants-Montjuïc;el Poble Sec;4.137.329;216.294;Private room;40;2;100;06/06/2023;1.14;1;258;55;
11011610;Rental unit in Barcelona · ★4.74 · 3 bedrooms · 4 beds · 2 baths;55665060;German;Sant Martí;la Vila Olímpica del Poblenou;4.138.982;219.841;Entire home/apt;220;3;85;16/05/2023;0.97;1;242;30;HUTB-013039
11707497;Rental unit in Barcelona · 1 bedroom · 1 bed · 3 baths;62213187;Maximilian;Eixample;la Dreta de l'Eixample;4.139.366;216.052;Private room;38;1;1;28/03/2016;0.01;1;0;0;
11017606;Rental unit in Barcelona · 1 bedroom · 2 beds · 2 baths;23419183;Claudio;Ciutat Vella;el Barri Gòtic;4.137.776;217.612;Private room;35;1;0;;;1;0;0;
11337013;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;23905845;Clara;Ciutat Vella;el Raval;4.138.368;216.495;Private room;140;2;0;;;2;0;0;
11018551;Condo in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 bath;55943389;Roger;Eixample;la Dreta de l'Eixample;4.139.748;216.114;Private room;31;1;3;24/03/2016;0.03;1;0;0;
11337442;Condo in Barcelona · ★4.53 · 3 bedrooms · 3 beds · 2 baths;9822728;Lodging Team;Horta-Guinardó;el Baix Guinardó;4.141.419;216.457;Entire home/apt;231;3;112;28/05/2023;1.32;20;237;35;HUTB-012892
11337778;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;23905845;Clara;Ciutat Vella;el Raval;413.833;216.475;Private room;120;3;0;;;2;0;0;
11728465;Condo in Barcelona · ★4.53 · Studio · 1 bed · 1 bath;8635649;Marc;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.443;218.305;Entire home/apt;129;1;232;26/05/2023;2.72;1;258;48;HUTB-001590
11019415;Rental unit in Barcelona · ★4.36 · 2 bedrooms · 2 beds · 1 bath;29648516;Pretty;Eixample;la Sagrada Família;4.140.177;217.835;Entire home/apt;222;1;69;05/06/2023;0.78;2;344;8;HUTB008441
11729388;Rental unit in Barcelona · ★4.64 · 1 bedroom · 1 bed · Half-bath;62384682;Pablo;Nou Barris;Porta;41.433.746.337.890.600;2.177.107.095.718.380;Private room;26;31;22;26/05/2023;0.25;1;112;15;
11341008;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;3441209;Mariana;Eixample;Sant Antoni;4.137.772;215.453;Private room;100;1;0;;;1;0;0;
11029651;Rental unit in Barcelona · ★4.77 · 1 bedroom · 1 bed · 1 shared bath;57236849;Emilija;Sants-Montjuïc;la Marina de Port;4.136.068;213.893;Private room;72;3;69;07/06/2023;0.78;6;100;12;
11348395;Home in Barcelona · 1 bedroom · 1 bed · Half-bath;24788885;Rafael;Sants-Montjuïc;Hostafrancs;4.137.141;214.269;Private room;70;1;0;;;1;0;0;
11737208;Rental unit in Barcelona · ★4.80 · 1 bedroom · 4 beds · 1 bath;17532317;Hospitality Apartment Management Sl;Sants-Montjuïc;Sants;4.138.167;213.785;Entire home/apt;98;2;287;26/05/2023;3.29;7;213;51;HUTB-001673
11032300;Rental unit in Barcelona · ★4.78 · 1 bedroom · 1 bed · 1 shared bath;29345472;Michele;Eixample;la Sagrada Família;4.140.612;21.716;Private room;44;31;37;07/07/2022;0.42;2;286;2;
11737613;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;61928398;Hanni;Eixample;el Fort Pienc;4.139.349;218.429;Private room;10;1;0;;;1;0;0;
11039131;Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 bath;15171574;Ramon;Sants-Montjuïc;Sants;4.137.685;213.821;Entire home/apt;114;32;6;24/06/2019;0.07;2;195;0;
11042861;Rental unit in Barcelona · ★4.44 · 2 bedrooms · 3 beds · 1 bath;1093718;Alexey;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.601;217.834;Entire home/apt;48;32;9;25/02/2023;0.14;13;9;4;Exempt
11751396;Condo in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 bath;37862782;Sandra;Eixample;Sant Antoni;4.137.697;215.652;Private room;30;3;3;19/08/2016;0.04;1;0;0;
11755206;Rental unit in Barcelona · ★4.47 · 4 bedrooms · 5 beds · 1.5 baths;56855891;Ancry;Eixample;el Fort Pienc;413.966;218.488;Entire home/apt;164;1;353;26/05/2023;4.03;2;53;54;HUTB-007523
11350096;Rental unit in Barcelona · ★4.81 · 2 bedrooms · 3 beds · 1 bath;22076771;Luis;Ciutat Vella;el Barri Gòtic;4.137.967;217.811;Entire home/apt;85;30;16;15/05/2023;0.19;17;197;3;Exempt
11050889;Rental unit in Barcelona · ★4.53 · 3 bedrooms · 6 beds · 2 baths;54320669;Juan;Sarrià-Sant Gervasi;el Putxet i el Farró;4.140.254;215.004;Entire home/apt;219;2;188;25/05/2023;2.17;16;104;47;HUTB-009831
11350906;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;36704394;Fran;Eixample;la Sagrada Família;4.140.673;217.053;Private room;150;1;0;;;1;0;0;
11762804;Rental unit in Barcelona · ★4.60 · 1 bedroom · 1 bed · 1.5 baths;5843487;Rosario/Diana;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.688;217.508;Entire home/apt;39;32;25;09/01/2023;0.29;17;90;5;Exempt
11055393;Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 baths;52845641;Leo;Gràcia;el Camp d'en Grassot i Gràcia Nova;4.140.947;21.624;Private room;20;1;0;;;1;0;0;
11765354;Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 0 baths;11992113;Alex;Gràcia;la Vila de Gràcia;4.140.514;216.115;Private room;24;1;3;20/08/2016;0.04;1;0;0;
11351897;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;8630901;Ophelie;Ciutat Vella;el Raval;4.138.202;216.527;Private room;150;2;0;;;1;0;0;
11060526;Rental unit in Barcelona · ★4.94 · 1 bedroom · 1 bed · 1 shared bath;11712370;Rosana & Pete;Gràcia;la Vila de Gràcia;4.140.191;215.985;Private room;31;2;17;08/08/2017;0.21;1;0;0;
11353728;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;25638929;Adrian;Horta-Guinardó;el Guinardó;4.141.381;217.744;Private room;100;1;0;;;1;0;0;
11767366;Rental unit in Barcelona · ★4.57 · 1 bedroom · 1 bed · 1 shared bath;62633302;Ying;Eixample;la Nova Esquerra de l'Eixample;4.138.019;214.781;Private room;44;1;35;09/10/2017;0.40;2;0;0;
11075687;Rental unit in Barcelona · ★4.96 · 1 bedroom · 1 bed · 1 bath;35896271;Beatriz & Susana;Eixample;la Dreta de l'Eixample;4.138.954;21.685;Entire home/apt;392;3;167;02/06/2023;1.93;1;323;33;HUTB-000442
11781693;Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1 shared bath;20885212;Mickael  Y Dayana;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.139.054;21.819;Private room;47;3;33;11/03/2019;0.39;1;0;0;
11354679;Rental unit in Barcelona · 1 bedroom · 3 beds · 1 bath;36630385;Nicolas;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4.139.494;214.932;Entire home/apt;300;30;1;25/02/2016;0.01;1;365;0;
11079756;Condo in Barcelona · ★4.72 · 1 bedroom · 2 beds · 1 private bath;13952311;Laura;Eixample;la Dreta de l'Eixample;4.138.708;216.585;Private room;50;31;60;27/05/2022;0.68;3;281;0;
11371523;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;52410601;Karen;Sants-Montjuïc;Sants;4.137.463;213.849;Private room;14;1;1;26/02/2016;0.01;1;0;0;
11083399;Rental unit in Barcelona · 1 bedroom · 1 bed · 2 baths;57352951;Aran;Eixample;la Dreta de l'Eixample;4.139.522;21.566;Private room;70;1;0;;;1;0;0;
11376653;Rental unit in Barcelona · ★4.14 · 2 bedrooms · 1 bed · 2 baths;59640486;Florencia & Juan Pablo;Ciutat Vella;el Raval;4.137.908;216.369;Private room;35;1;7;10/10/2016;0.08;1;0;0;
11384848;Rental unit in Barcelona · ★4.66 · 4 bedrooms · 8 beds · 3 baths;3026201;Chloe;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4.140.155;214.642;Entire home/apt;184;5;90;04/06/2023;1.21;1;187;23;HUTB-003983
11807197;Rental unit in Barcelona · ★5.0 · Studio · 1 bed · 1 bath;10180380;Rosa;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.919;217.669;Entire home/apt;42;32;4;01/05/2021;0.09;3;244;0;Periodo minimo de alquiler 32 dias
11814469;Rental unit in Barcelona · ★4.62 · 1 bedroom · 1 bed · 1 bath;5543127;Vicky & Agus;Gràcia;la Vila de Gràcia;4.140.142;216.076;Entire home/apt;241;2;190;21/05/2023;2.17;31;326;36;HUTB-004534
11084174;Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1 shared bath;57236849;Emilija;Sants-Montjuïc;la Marina de Port;4.135.918.960.863.540;21.407.670.027.555.100;Private room;36;3;80;02/06/2023;0.90;6;161;19;
11820147;Rental unit in Barcelona · ★4.78 · 1 bedroom · 1 bed · 1.5 shared baths;24417133;Anna;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.751;217.886;Private room;40;30;27;07/06/2017;0.31;1;75;0;
11096366;Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath;6292884;Natalia;Sants-Montjuïc;la Marina de Port;4.136.053;21.392;Private room;200;1;1;28/02/2017;0.01;1;0;0;
11821878;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;34262691;Ilona;Sant Martí;el Poblenou;4.140.598;22.049;Private room;25;1;0;;;2;0;0;
11830051;Hostel in Barcelona · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths;41807465;Casa-Barcelo-Hostel;Eixample;l'Antiga Esquerra de l'Eixample;4.139.256;215.361;Shared room;40;1;12;22/10/2019;0.14;18;0;0;HUTB-022013
11391287;Rental unit in Barcelona · ★4.74 · 2 bedrooms · 1 bed · 1 bath;1783657;Gordana;Ciutat Vella;el Barri Gòtic;4.138.192;218.098;Private room;70;1;50;22/02/2018;0.57;1;0;0;
